"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"대구광역시청",대구광역시 서구 국채보상로 426,대구광역시 서구 비산4동 169-1,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.870994,128.576991,2020-03-18
"대구광역시청",대구광역시 서구 국채보상로 426,대구광역시 서구 비산4동 169-1,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.870994,128.576991,2020-03-18
"대구광역시청",대구광역시 서구 당산로 228,대구광역시 서구 내당4동 456-1,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.857089,128.548513,2020-03-18
"대구광역시청",대구광역시 서구 당산로 228,대구광역시 서구 내당4동 456-1,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.857089,128.548513,2020-03-18
"대구광역시청",대구광역시 서구 서대구로 40,대구광역시 서구 내당동 244-7,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.858552,128.558801,2020-03-18
"대구광역시청",대구광역시 서구 서대구로 40,대구광역시 서구 내당동 244-7,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.858552,128.558801,2020-03-18
"대구광역시청",대구광역시 수성구 화랑로 46,대구광역시 수성구 만촌동 1356-22 성원넥서스,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.870014,128.633073,2020-03-18
"대구광역시청",대구광역시 수성구 화랑로 46,대구광역시 수성구 만촌동 1356-22 성원넥서스,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.870014,128.633073,2020-03-18
"대구광역시청",대구광역시 수성구 들안로60길 17,대구광역시 수성구 수성동3가 130-1,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.857992,128.619046,2020-03-18
"대구광역시청",대구광역시 수성구 들안로60길 17,대구광역시 수성구 수성동3가 130-1,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.857992,128.619046,2020-03-18
"대구광역시청",대구광역시 달서구 용산로 235,대구광역시 달서구 용산동 930-3,교통단속,1,200,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.858501,128.530289,2020-03-18
"대구광역시청",대구광역시 달서구 용산로 222,대구광역시 달서구 용산동 934,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.857427,128.530831,2020-03-18
"대구광역시청",대구광역시 달서구 용산로 222,대구광역시 달서구 용산동 934,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.857427,128.530831,2020-03-18
"대구광역시청",대구광역시 달서구 달구벌대로 1095,대구광역시 달서구 신당동 1000-2,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.855631,128.491328,2020-03-18
"대구광역시청",대구광역시 달서구 달구벌대로 1095,대구광역시 달서구 신당동 1000-2,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.855631,128.491328,2020-03-18
"대구광역시청",대구광역시 달서구 달구벌대로 1664,대구광역시 달서구 감삼동 106-2,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.853898,128.548039,2020-03-18
"대구광역시청",대구광역시 달서구 달구벌대로 1664,대구광역시 달서구 감삼동 106-2,교통단속,1,130,불법 주정차 예상위치 방면,,2009-02,053-803-4887,35.853898,128.548039,2020-03-18
"대구광역시청",대구광역시 중구 국채보상로 537,대구광역시 중구 상서동 22-2,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.870748,128.588735,2020-03-18
"대구광역시청",대구광역시 중구 국채보상로 537,대구광역시 중구 상서동 22-2,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.870748,128.588735,2020-03-18
"대구광역시청",대구광역시 중구 국채보상로 597,대구광역시 중구 동성로2가 41-1,교통단속,1,200,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.870474,128.595337,2020-03-18
"대구광역시청",대구광역시 중구 국채보상로 597,대구광역시 중구 동성로2가 41-1,교통단속,1,200,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.870474,128.595337,2020-03-18
"대구광역시청",대구광역시 중구 큰장로 110,대구광역시 중구 대신동 1012,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.868153,128.578404,2020-03-18
"대구광역시청",대구광역시 중구 큰장로 110,대구광역시 중구 대신동 1012,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.868153,128.578404,2020-03-18
"대구광역시청",대구광역시 중구 중앙대로 407-3,대구광역시 중구 남일동 124-5,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.870999,128.593574,2020-03-18
"대구광역시청",대구광역시 중구 중앙대로 407-3,대구광역시 중구 남일동 124-5,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.870999,128.593574,2020-03-18
"대구광역시청",대구광역시 중구 중앙대로 393,대구광역시 중구 동성로3가 7-7,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.865535,128.592103,2020-03-18
"대구광역시청",대구광역시 중구 중앙대로 393,대구광역시 중구 동성로3가 7-7,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.865535,128.592103,2020-03-18
"대구광역시청",대구광역시 중구 큰장로 123,대구광역시 서구 내당동 1038-3,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.868838,128.580495,2020-03-18
"대구광역시청",대구광역시 중구 큰장로 123,대구광역시 서구 내당동 1038-3,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.868838,128.580495,2020-03-18
"대구광역시청",대구광역시 서구 달구벌대로 1813,대구광역시 서구 내당동 65-5,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.860031,128.562937,2020-03-18
"대구광역시청",대구광역시 서구 달구벌대로 1813,대구광역시 서구 내당동 65-5,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.860031,128.562937,2020-03-18
"대구광역시청",대구광역시 남구 현충로 255,대구광역시 남구 대명동 2131-29,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.854405,128.581327,2020-03-18
"대구광역시청",대구광역시 남구 현충로 255,대구광역시 남구 대명동 2131-29,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.854405,128.581327,2020-03-18
"대구광역시청",대구광역시 남구 대명로 157,대구광역시 남구 대명동 809-3,교통단속,1,200,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.839389,128.574993,2020-03-18
"대구광역시청",대구광역시 달서구 달구벌대로 1467,대구광역시 달서구 용산동 230-11,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.849328,128.527237,2020-03-18
"대구광역시청",대구광역시 달서구 달구벌대로 1467,대구광역시 달서구 용산동 230-11,교통단속,1,130,불법 주정차 예상위치 방면,,2010-12,053-803-4887,35.849328,128.527237,2020-03-18
"대구광역시청",대구광역시 달서구 장산로,대구광역시 달서구 용산동 926,교통단속,1,130,불법 주정차 예상위치 방면,,2011-01,053-803-4887,35.856439,128.525021,2020-03-18
"대구광역시청",대구광역시 달서구 장산로,대구광역시 달서구 용산동 926,교통단속,1,130,불법 주정차 예상위치 방면,,2011-01,053-803-4887,35.856439,128.525021,2020-03-18
"대구광역시청",대구광역시 달서구 장산로,대구광역시 달서구 용산동 376-2,교통단속,1,130,불법 주정차 예상위치 방면,,2011-01,053-803-4887,35.856439,128.525021,2020-03-18
"대구광역시청",대구광역시 달서구 장산로,대구광역시 달서구 용산동 376-2,교통단속,1,130,불법 주정차 예상위치 방면,,2011-01,053-803-4887,35.856439,128.525021,2020-03-18
"대구광역시청",대구광역시 중구 태평로 295,대구광역시 중구 동인동3가 367-28,교통단속,1,130,불법 주정차 예상위치 방면,,2011-01,053-803-4887,35.873747,128.609374,2020-03-18
"대구광역시청",대구광역시 중구 태평로 295,대구광역시 중구 동인동3가 367-28,교통단속,1,130,불법 주정차 예상위치 방면,,2011-01,053-803-4887,35.873747,128.609374,2020-03-18
"대구광역시청",대구광역시 동구 아양로 65-1,대구광역시 동구 신암동 588-4,교통단속,1,130,불법 주정차 예상위치 방면,,2011-11,053-803-4887,35.883043,128.619216,2020-03-18
"대구광역시청",대구광역시 동구 아양로 65-1,대구광역시 동구 신암동 588-4,교통단속,1,130,불법 주정차 예상위치 방면,,2011-11,053-803-4887,35.883043,128.619216,2020-03-18
"대구광역시청",대구광역시 수성구 동대구로 359,대구광역시 수성구 범어동 32-1,교통단속,1,130,불법 주정차 예상위치 방면,,2011-11,053-803-4887,35.862652,128.626828,2020-03-18
"대구광역시청",대구광역시 수성구 동대구로 359,대구광역시 수성구 범어동 32-1,교통단속,1,130,불법 주정차 예상위치 방면,,2011-11,053-803-4887,35.862652,128.626828,2020-03-18
"대구광역시청",대구광역시 달서구 달구벌대로 1790,대구광역시 달서구 두류동 135-13 현대해상 빌딩,교통단속,1,130,불법 주정차 예상위치 방면,,2011-11,053-803-4887,35.858558,128.560774,2020-03-18
"대구광역시청",대구광역시 달서구 달구벌대로 1790,대구광역시 달서구 두류동 135-13 현대해상 빌딩,교통단속,1,130,불법 주정차 예상위치 방면,,2011-11,053-803-4887,35.858558,128.560774,2020-03-18
"대구광역시청",대구광역시 동구 해동로 6,대구광역시 동구 지저동 669-60,교통단속,1,130,불법 주정차 예상위치 방면,,2016-02,053-803-4887,35.897817,128.637785,2020-03-18
"대구광역시청",대구광역시 동구 해동로 6,대구광역시 동구 지저동 669-60,교통단속,1,130,불법 주정차 예상위치 방면,,2016-02,053-803-4887,35.897817,128.637785,2020-03-18
"대구광역시청",대구광역시 북구 동북로 163,대구광역시 북구 산격동 500-1,교통단속,1,200,불법 주정차 예상위치 방면,,2013-01,053-803-4887,35.900436,128.611171,2020-03-18
"대구광역시청",대구광역시 북구 동북로 163,대구광역시 북구 산격동 500-1,교통단속,1,200,불법 주정차 예상위치 방면,,2013-01,053-803-4887,35.900436,128.611171,2020-03-18
"대구광역시청",대구광역시 수성구 수성로 313,대구광역시 수성구 수성동1가 275-87,교통단속,1,200,불법 주정차 예상위치 방면,,2013-01,053-803-4887,35.853262,128.612345,2020-03-18
"대구광역시청",대구광역시 수성구 수성로 313,대구광역시 수성구 수성동1가 275-87,교통단속,1,200,불법 주정차 예상위치 방면,,2013-01,053-803-4887,35.853262,128.612345,2020-03-18
"대구광역시청",대구광역시 달성군 다사읍 서재로 139,대구광역시 달성군 다사읍 서재리 90,교통단속,1,200,불법 주정차 예상위치 방면,,2013-01,053-803-4887,35.875914,128.496658,2020-03-18
"대구광역시청",대구광역시 달성군 다사읍 서재로 139,대구광역시 달성군 다사읍 서재리 90,교통단속,1,200,불법 주정차 예상위치 방면,,2013-01,053-803-4887,35.875914,128.496658,2020-03-18
"대구광역시청",대구광역시 서구 국채보상로50길 20,대구광역시 서구 평리동 1680,교통단속,1,200,불법 주정차 예상위치 방면,,2015-01,053-803-4887,35.868493,128.557841,2020-03-18
"대구광역시청",대구광역시 서구 서대구로 299,대구광역시 서구 비산동 1840-3,교통단속,1,200,불법 주정차 예상위치 방면,,2015-01,053-803-4887,35.884268,128.555227,2020-03-18
"대구광역시청",대구광역시 북구 침산로 153,대구광역시 북구 침산동 269-10,교통단속,1,200,불법 주정차 예상위치 방면,,2015-01,053-803-4887,35.889716,128.590236,2020-03-18
"대구광역시청",대구광역시 달서구 진천로 9길 30,대구광역시 달서구 진천동 495-10,교통단속,1,200,불법 주정차 예상위치 방면,,2015-01,053-803-4887,35.812600,128.523502,2020-03-18
"대구광역시청",대구광역시 수성구 화랑로 98,대구광역시 수성구 만촌동 1327-8,교통단속,1,200,불법 주정차 예상위치 방면,,2015-01,053-803-4887,35.872526,128.637471,2020-03-18
"대구광역시청",대구광역시 달서구 월배로 458,대구광역시 달서구 송현1동 194-2,교통단속,1,200,불법 주정차 예상위치 방면,,2015-01,053-803-4887,35.834014,128.555365,2020-03-18
"대구광역시청",대구광역시 동구 동대구로 550,대구광역시 동구 신암동 294,교통단속,1,200,불법 주정차 예상위치 방면,,2016-05,053-803-4887,35.878008,128.627881,2020-03-18
"대구광역시청",대구광역시 동구 신암남로 113,대구광역시 동구 신암동 259-9,교통단속,1,200,불법 주정차 예상위치 방면,,2016-12,053-803-4887,35.880531,128.627628,2020-03-18
"대구광역시청",대구광역시 동구 동부로 111,대구광역시 동구 신천동 72-5,교통단속,1,200,불법 주정차 예상위치 방면,,2016-12,053-803-4887,35.876501,128.626077,2020-03-18
"대구광역시청",대구광역시 동구 동부로 177,대구광역시 동구 효목동 278-3,교통단속,1,200,불법 주정차 예상위치 방면,,2016-12,053-803-4887,35.878286,128.631758,2020-03-18
"대구광역시청",대구광역시 남구 용두길 32,대구광역시 남구 봉덕동 1581-70,교통단속,1,200,불법 주정차 예상위치 방면,,2016-12,053-803-4887,35.831865,128.604338,2020-03-18
"대구광역시청",대구광역시 동구 동부로 153,대구광역시 동구 신천동 1506,교통단속,1,200,불법 주정차 예상위치 방면,,2017-03,053-803-4887,35.877251,128.628842,2020-03-18
"대구광역시청",대구광역시 동구 동부로 153,대구광역시 동구 신천동 1506,교통단속,1,200,불법 주정차 예상위치 방면,,2017-03,053-803-4887,35.877761,128.630987,2020-03-18
"대구광역시청",대구광역시 중구 달구벌대로 2226,대구광역시 중구 대봉1동 12-65,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.862188,128.606484,2020-03-18
"대구광역시청",대구광역시 동구 동대구로 550,대구광역시 동구 신암동 305,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.879524,128.630023,2020-03-18
"대구광역시청",대구광역시 동구 동대구로 484-2,대구광역시 동구 신천동 293-1,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.873342,128.625474,2020-03-18
"대구광역시청",대구광역시 동구 동대구로 498,대구광역시 동구 신천동 288-4,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.875385,128.626104,2020-03-18
"대구광역시청",대구광역시 동구 동부로 22길 5,대구광역시 동구 신천동 327-1,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.876139,128.604338,2020-03-18
"대구광역시청",대구광역시 동구 신암남로 169,대구광역시 동구 신암동 337-7,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.884362,128.632107,2020-03-18
"대구광역시청",대구광역시 동구 국채보상로 155길 8,대구광역시 동구 신천동 819-5,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.868862,128.614957,2020-03-18
"대구광역시청",대구광역시 동구 이노밸리로 305,대구광역시 동구 신서동 1149-1,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.878052,128.730121,2020-03-18
"대구광역시청",대구광역시 동구 신암로 98,대구광역시 동구 신암동 1196-2,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.879574,128.610627,2020-03-18
"대구광역시청",대구광역시 동구 동호로 132,대구광역시 동구 신서동 561,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.867264,128.730851,2020-03-18
"대구광역시청",대구광역시 동구 효신로 53,대구광역시 동구 신천동 399-19,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.876443,128.632836,2020-03-18
"대구광역시청",대구광역시 동구 효신로 42,대구광역시 동구 효목동 397-1,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.875739,128.633671,2020-03-18
"대구광역시청",대구광역시 서구 달구벌대로 1709,대구광역시 서구 내당동 465-1,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.856139,128.552396,2020-03-18
"대구광역시청",대구광역시 서구 국채보상로 316,대구광역시 서구 평리2동 1676,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.871954,128.565028,2020-03-18
"대구광역시청",대구광역시 서구 북비산로 156,대구광역시 서구 평리동 573-2,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.878792,128.550331,2020-03-18
"대구광역시청",대구광역시 남구 용두길 75,대구광역시 남구 봉덕동 1218,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.831857,128.604202,2020-03-18
"대구광역시청",대구광역시 남구 앞산순환로 574-87,대구광역시 남구 대명동 산 227-5,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.830125,128.589002,2020-03-18
"대구광역시청",대구광역시 북구 사수로 589,대구광역시 북구 팔달동 230-1,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.895811,128.539383,2020-03-18
"대구광역시청",대구광역시 북구 동북로 49길 15,대구광역시 북구 복현동 214-1,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.896726,128.619864,2020-03-18
"대구광역시청",대구광역시 북구 칠곡중앙대로 416,대구광역시 북구 읍내동 1343-6,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.933206,128.549374,2020-03-18
"대구광역시청",대구광역시 수성구 달구벌대로 3182,대구광역시 수성구 신매동 566-1,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.840652,128.704766,2020-03-18
"대구광역시청",대구광역시 수성구 명덕로 73길 32,대구광역시 수성구 수성동1가 629-29,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.840652,128.704766,2020-03-18
"대구광역시청",대구광역시 수성구 만촌로 125,대구광역시 수성구 만촌동 1425,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.870295,128.641066,2020-03-18
"대구광역시청",대구광역시 달서구 당산로 40,대구광역시 달서구 본리동 154,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.840762,128.544868,2020-03-18
"대구광역시청",대구광역시 달서구 송현로 81,대구광역시 달서구 송현동 898-4,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.824444,128.543418,2020-03-18
